Text;Fake
jones certified senate winner despite moore challenge reuters alabama officials thursday certified democrat doug jones winner state senate race state judge denied challenge republican moore campaign derailed accusations sexual misconduct teenage girls jones vacant seat votes percentage points election officials said democrat quarter century senate seat alabama seat previously held republican jeff sessions tapped president donald trump attorney general state canvassing board composed alabama secretary state john merrill governor ivey attorney general steve marshall certified election results seating jones narrow republican majority senate seats statement jones called victory chapter pledged work parties moore declined concede defeat trump urged stood claims fraudulent election statement released certification said regrets media outlets reported alabama judge denied moore request block certification results election decision shortly canvassing board moore challenge alleged potential voter fraud denied chance victory filing wednesday montgomery circuit court sought halt meeting scheduled ratify jones thursday moore recount addition possible court challenges merrill said interview news channel complete paperwork timed period money challenge merrill said notified intention merrill said claim voter fraud merrill told cases reported adjudicated continue said republican lawmakers washington distanced moore called drop race women accused sexual assault misconduct dating teenagers early moore denied wrongdoing reuters able independently verify allegations;true
york governor questions federal overhaulnew york washington reuters code targets high states york governor andrew cuomo said thursday saying violate york residents rights process equal protection sweeping republican signed president donald trump friday introduces deductions state local income property taxes known salt overhaul party major legislative victory trump took office january salt provision taxpayers states high incomes high property values high taxes like york jersey california states generally democratic leaning sure legally constitutional looking cuomo said interview interview cnbc cuomo suggested politics trump cuomo said cnbc constitution process equal protection politics majority controls override fifth amendment constitution better known protection self incrimination protects individuals seizure life liberty property process interpreted supreme court guaranteeing equal protection cuomo california governor jerry brown democrats previously said exploring legal challenges salt deduction limits professors said legal challenges likely rest arguing provision interferes protection states rights constitution amendment attorneys said cuomo legal argument discriminates places unjust burden states heavily voted democrats past known blue states facto effect legislation discriminate blue states particularly cuomo perspective state york said joseph callahan attorney firm mackay caswell callahan york experts noted supreme court interpreted amendment congress broad latitude sees frequently cited decision supreme court called deductions legislative grace vested right understand think valid lawsuit david gamage professor indiana university maurer school told reuters week speaking generally governors blue states challenge cuomo said thursday york proposing restructuring code provided details group professors published paper suggesting ways high states minimize effects salt deduction suggestions included shifting burden businesses form higher employer payroll taxes federal salt deductions applies individuals businesses states raise taxes pass entities federal specifically benefits lower rate portion income friday cuomo said allow state residents partial payment property allowing taxpapyers deduct payments kicks prompting wave residents early internal revenue service wednesday advised homeowners payment property taxes deductible;true
factbox trump twitter vanity fair hillary clintonthe following statements posted verified twitter accounts president donald trump realdonaldtrump potus opinions expressed reuters edited statements confirmed accuracy realdonaldtrump vanity fair looks like legs bending backwards apologizing minor took crooked anna wintour court james fundraiser grief begging forgiveness source link jpexyr;true
trump twitter trump iraq syriathe following statements posted verified twitter accounts president donald trump realdonaldtrump potus opinions expressed reuters edited statements confirmed accuracy realdonaldtrump trump inaugurated estimated isis fighters held approx square miles territory iraq syria military estimates remaining fighters occupy roughly square miles jamiejmcintyre left west palm beach rescue great women representatives firefighters paramedics responders amazing people trump inaugurated estimated isis fighters held approx square miles territory iraq syria military remaining fighters occupy roughly square miles jamiejmcintyre dcexaminer arrests members associates trump lirh source link jpexyr;true
says delivered manure mnuchin protest story second paragraph corrects strong employer mental health department public health department bernie woodall reuters claiming person delivered gift wrapped package horse manure angeles home treasury secretary steven mnuchin said monday protest federal overhaul signed week president donald trump robert strong psychologist angeles county mental health department said telephone left poop filled parcel addressed mnuchin trump driveway outside mnuchin home posh community knbc television affiliate angeles reported mnuchin home time package mnuchin neighbor protest funny strong told reuters people eyes glaze angry people streets believes hurt poor people secret service angeles police department investigated incident confirm strong responsible secret service interviewed individual admitted delivering package charges filed monday afternoon lapd lieutenant weise said possible left package break criminal laws assigned investigate incident weise said present danger illegal lapd bomb squad rayed opening saturday photo card strong posted twitter wrote misters mnuchin trump returning gift christmas signed warmest wishes american people strong said secret service agent accompanied police officers showed house question sunday night agent chided asking ashamed behavior white house declined comment monday officials treasury department reached;true
virginia officials postpone lottery drawing decide tied statehouse election reuters lottery drawing settle tied virginia legislative race shift statehouse balance power indefinitely postponed state election officials said tuesday democratic candidate mounted legal fight decision high stakes lotto originally scheduled wednesday marks latest twist dramatic election recount point showed democrat shelly simonds beating republican incumbent david yancey single vote victory simonds shift republicans slim control member house delegates split democrats forcing parties rare power sharing arrangement simonds emerged victor recount judge panel ruled disputed ballot counted yancey decision left candidates tied votes district encompasses shipping newport news southeastern virginia setting stage equivalent coin toss pick final winner simonds asked state court reconsider tuesday arguing disputed ballot wrongly included image filed court showed ballot bubbles filled names slash mark simonds voter selected republicans offices simonds told reporters case implications contest integrity state elections saying court ruling favor recounts ending spiral courtroom challenges chairman virginia board elections james alcorn said statement holding lottery keeping state considered action resort added substantive concerns election recount resolved random drawing conducted yancey campaign immediately respond requests comment virginia house republican caucus said statement reviewing court filings believe court acted appropriately integrity process question spokesman parker slaybaugh said virginia department elections spokeswoman andrea gaines said email date drawing democrats notched historic gains virginia statehouse elections month party wave political victories republican donald trump white house year general election virginia republicans held seats democrats house delegates majority state senate;true
lawmakers question businessman trump tower meeting reuters georgian american businessman miss universe pageant owner donald trump questioned congressional investigators helped organize meeting russians trump eldest election campaign sources familiar matter said meeting trump tower york involving donald trump campaign advisers focus probes congress special counsel robert mueller campaign officials colluded russia sought interfere election sources said russia denies allegations intelligence agencies meddled election president donald trump denies collusion senate house representatives intelligence committees recently questioned closed doors irakly kaveladze citizen born soviet republic georgia sources said based representative azerbaijani oligarch aras agalarov real estate firm crocus group panels knew kaveladze june meeting interested learning attended private dinner vegas trump agalarov celebrated agreement hold year miss universe pageant moscow sources said committee members want know extent kaveladze contacts trump family bigger role previously believed setting trump tower meeting trump republican candidate president white house declined comment mueller office declined comment scott balber york lawyer represents kaveladze confirmed client attended dinner vegas trump tower meeting said second meeting trump jared kushner trump campaign aides russian lawyer natalia veselnitskaya meeting lawyer balber said committees seeking kaveladze input witness targeting investigation told witness balber said lawyers trump kushner respond requests comment contacts kaveladze lawyer president trump declined comment photograph dinner trump owned miss universe pageant shows agalarov singer emin trump trump aides people dining table shows kaveladze standing trump emin agalarov speak pictures university california irvine student blogger scott stedman posted aras agalarov billionaire property developer russia awarded order honor russian president vladimir putin officials spoke condition anonymity said mueller team committees looking evidence link trump tower meeting release weeks later emails stolen democratic party organizations trying determine discussion york meeting lifting economic sanctions russia priority putin officials said goldstone british publicist told trump ahead york meeting russian lawyer veselnitskaya bringing damaging information donations charity linked trump democratic rival hillary clinton according emails later released trump trump initially said meeting russian adoptions later said included veselnitskaya promises information donations clinton charity said ultimately received information later posted internet statement issued meeting senate judiciary committee sept trump said goldstone veselnitskaya conference room kaveladze translator balber said kaveladze attended expecting serve translator veselnitskaya brought;true
trump twitter hillary clinton billthe following statements posted verified twitter accounts president donald trump realdonaldtrump potus opinions expressed reuters edited statements confirmed accuracy realdonaldtrump based fact unfair unpopular individual mandate terminated essentially repeals time obamacare democrats republicans eventually come develop great healthcare plan foxandfrlends dossier bogus clinton campaign funded dossier time verify claims dossier russia trump collusion tainted crooked hillary pile garbage basis going trump campaign signs business looking good year helped great year companies jobs stock market poised year success source link jpexyr;true
appeals court rejects challenge trump voter fraud panel reuters appeals court washington tuesday upheld lower court decision allow president donald trump commission investigating voter fraud request data voter rolls states court appeals district columbia circuit said electronic privacy information center epic watchdog group filed lawsuit legal standing seek force presidential commission review privacy concerns collecting individuals voter data epic argued federal commission required conduct privacy impact assessment gathering personal data judge appeals court panel ruled unanimously privacy issue intended protect individuals groups like epic epic voter judge karen henderson wrote ruling washington based district judge colleen kollar kotelly denied epic injunction request july collection data commission technically action government agency bound laws govern entities kollar kotelly noted commission headed vice president mike pence advisory body lacks legal authority compel states hand data state officials oversee elections election experts voter fraud rare united states trump republican commission charging evidence millions people voted unlawfully presidential election defeated democratic opponent hillary clinton despite losing popular vote commission vice chair kris kobach republican secretary state kansas advocate tougher laws immigration voter identification asked states june turn voter information data requested kobach included names digits social security numbers addresses birth dates political affiliation felony convictions voting histories states refused outright said needed study provide data civil rights groups democratic lawmakers said commission eventual findings lead requirements measures making harder groups tend favor democratic candidates cast ballots epic executive director marc rotenberg immediately reached comment;true
treasury secretary mnuchin sent gift wrapped horse manure reports reuters gift wrapped package addressed treasury secretary steven mnuchin home posh angeles neighborhood suspected bomb instead filled horse manure police told local media package saturday evening door neighbor driveway angeles police department told angeles times knbc television affiliate angeles package included christmas card negative comments president donald trump signed trump week reuters reach lapd officials comment sunday lapd bomb squad rayed package opening horse manure inside police told local media aerial footage knbc showed officers investigating large wrapping paper dumping large later identified manure opening card included inside mnuchin knbc said home package discovered goldman sachs group executive hollywood film financier road closed hours knbc reported secret service investigating incident according station;true
federal judge partially lifts trump latest refugee reuters federal judge seattle partially blocked president donald trump newest restrictions refugee admissions saturday latest legal defeat efforts curtail immigration travel united states decision district judge james robart judicial curb rules trump administration place late october contributed significantly precipitous drop number refugees admitted country refugees groups assist argued court administration policies violated constitution federal rulemaking procedures claims department justice attorneys argued grants executive branch authority limit refugee admissions trump administration effectively paused refugee admissions countries middle east africa pending security review expire late january countries review egypt iran iraq libya mali north korea somalia south sudan sudan syria yemen years refugees countries percent admissions reuters review state department data showed review went effect refugee admissions countries plummeted robart ruled administration carry security review stop processing admitting refugees countries meantime long refugees bona fide connection united states restrictions trump administration paused program allowed family reunification refugees pending security screening procedures place robart ordered government start program known follow join approximately refugees admitted united states fiscal year program according department homeland security data refugee advocacy groups praised robart decision ruling brings relief thousands refugees precarious situations middle east east africa refugees trying reunite spouses children said mariko hirose litigation director international refugee assistance project plaintiffs case justice department spokeswoman lauren ehrsam said department disagrees robart ruling currently evaluating steps robart appointed bench republican president george bush emerged relative obscurity february issued temporary order lift version trump travel twitter trump called called judge ridiculous opinion essentially takes enforcement away country robart ruling represented second legal defeat days trump administration friday appeals court said trump travel targeting muslim majority countries applied people strong ties said ruling hold pending decision supreme court;true
exclusive memo weakens guidelines protecting immigrant children courtnew york reuters justice department issued guidelines immigration judges remove instructions protect unaccompanied juveniles appearing courtrooms memo issued executive office immigration review eoir replaces guidelines spelling policies procedures judges follow dealing children crossed border illegally face possible deportation memo removes suggestions contained memo conduct child sensitive questioning adds reminders judges maintain impartiality juvenile cases present sympathetic allegations document changes word child unmarried individual instances link comparison tmsnrt document tmsnrt december document tmsnrt swcs eoir official said memo contained clarifications updates year guidance order consistent laws passed congress memo posted justice department website previously reported immigration advocates said worry guidelines court appearances children difficult spokeswoman union representing immigration judges said judges concerned tone memo president donald trump tougher immigration enforcement policy goal administration focused particularly trying curb illegal entry children administration says wants prevent vulnerable juveniles making perilous journeys united states eliminate fraud programs young immigrants changed section memo focuses children comfortable court advance hearings guidance says permitted explore courtrooms allowed locations including especially judge bench witness stand guidance says explorations place extent resources time permit specifically puts judge bench limits memo warns judges skeptical unaccompanied minor generally receives favorable treatment categories illegal aliens creates incentive misrepresent accompaniment status order attempt qualify benefits says lookout fraud abuse language previous memo immigration judges appointed attorney general courts department justice independent branch sitting immigration judges routinely allowed speak media representatives union national association immigration judges dana marks sitting judge spokeswoman union said overall tone memo distressing concerning immigration judges feeling immigration courts demoted immigration enforcement offices neutral arbiters marks said relentless beating drum enforcement process immigration judge andrew arthur works center immigration studies promotes lower levels immigration overall said guidelines needed previous form said emphasis placed potential inability alien understand proceedings judge position advocate courts handle surge cases unaccompanied minors central america numbers rocketed violence region caused residents flee north illegal crossings initially fell trump took office customs border protection said month seen increase children apprehended family members attorney general jeff sessions said speech boston september special accommodations unaccompanied minors exploited gang members come country wolves sheep clothing echoing concerns memo notes preamble child cases involve innocents courts adolescent gang member teenager convicted adult criminal activity jennifer podkul policy director kids need defense kind said congress included special procedural protections immigrant children anti trafficking sure gets fair shot courtroom kids telling complicated oftentimes traumatic story said podkul approach memo suspicious going help truth child story cases children called testify guidance instructed judges seek limit time child stand guidance says judges consider limiting child time stand compromising process opposing party generally government prosecutor memo leaves range special accommodations children including allowing bring pillow booster seat book personal item maintains cases involving unaccompanied minors heard separate docket possible children detained transported adults;true
trump travel apply people strong ties court reuters appeals court friday said president donald trump hotly contested travel targeting people muslim majority countries applied people strong ties circuit court appeals covers west coast states said ruling hold pending decision latest version travel trump administration supreme court taking office january trump struggling enact passes court muster judge panel circuit narrowed previous injunction lower federal court people credible bona fide relationship united states said president broad powers regulate entry immigrants united states powers limits conclude president issuance proclamation exceeds scope delegated authority panel said targets people chad iran libya somalia syria yemen seeking enter united states trump republican said travel needed protect united states terrorism state hawaii challenged court honolulu federal judge said exceeded trump powers immigration trump covers people north korea certain government officials venezuela lower courts allowed provisions effect judge circuit panel limited previous version trump heard arguments earlier month trump issued travel targeting muslim majority countries january caused chaos airports mass protests issued revised march blocked federal courts expired september court fight replaced current version exceptions certain people targeted country apply visa tourism business education purposes applicants individual waiver pleased supreme court allowed government implement proclamation americans safe matter litigated continue believe order allowed effect entirety justice department spokeswoman lauren ehrsam said statement;true
second court rejects trump stop transgender military reuters federal appeals court washington friday rejected president donald trump administration prevent military accepting transgender recruits starting second court issue ruling week federal judges country issued injunctions blocking trump transgender people military including handed friday administration appealed previous rulings page order judge panel court appeals district columbia circuit said administration shown strong likelihood succeed merits challenge district court order blocking thursday richmond virginia based circuit court appeals said denying administration request appeal proceeds courts actions prompt administration conservative majority supreme court intervene friday federal trial court riverside california blocked case proceeds making fourth similar rulings baltimore seattle washington district judge jesus bernal said injunction plaintiffs including current aspiring service members suffer irreparable harm court remedy government sent message citizens worthy military uniform simply gender added administration argued deadline accepting transgender recruits problematic tens thousands personnel trained medical standards needed process transgender applicants military ready obama administration deadline july begin accepting transgender recruits trump defense secretary james mattis postponed date august memorandum trump gave military march revert policy prohibiting openly transgender individuals joining military authorizing discharge memo halted government funds reassignment surgery active duty personnel;true
failed vote oust president shakes peru politicslima reuters peru president pedro pablo kuczynski surprise winner attempt oust power week opposition lawmakers broke ranks party leaders support opening divide strengthen hand despite congressional majority rightwing opposition party popular force unable push motion remove kuczynski office thursday lawmakers broke ranks save president vote cemented growing divide opposition looked threaten control congress potentially aiding kuczynski tries restore political stability revive investments latin america robust economies surprise defection result deal struck kuczynski popular force rebel lawmaker kenji fujimori father president alberto fujimori prison alleged popular force secretary general jose chlimper past year kenji courted kuczynski center right government challenging sister keiko leadership rightwing populist movement father formed defiance sister kenji threw support kuczynski ahead vote remove office unproven graft allegations popular force lawmakers followed lead birth formal split fujimori movement said guillermo loli head political research pollster ipsos peru points pardon added kuczynski government denied pardon fujimori political negotiations address nation late friday kuczynski said spend coming days reflecting year half office announcing changes sure year greater growth politically different kuczynski said efforts reach popular force lawmakers defected successful clayton galvan said local channel canal alberto fujimori called prison help kuczynski stay power alberto fujimori serving year sentence graft human rights crimes deeply divisive figure peru consider corrupt dictator credit ending economic crisis bloody leftist insurgency term freeing likely anger organized foes fujimori clan technocrats leftists human rights activists academics kuczynski signs pardon loses guys permanently said harvard university political scientist steve levitsky support anti fujimori crowd kuczynski razor victory keiko year presidential election keeping motion oust succeeding kuczynski saved diametrically opposed political groups kenji group left opposes pardon said levitsky kuczynski year investment banker took office amid hopes usher cleaner government faster economic growth instead graft scandal roiling latin america stalled investments ensnared allegations wrongdoing vote thursday kuczynski fanned fears return peru authoritarian past described motion legislative coup attempt keiko supporters popular force denies charge says remove fight corruption bounds constitution hardline popular force lawmaker loyal keiko hector becerril said kenji faction represented traitors sense decency vote present resignations becerril told journalists friday hopefully today votes fewer popular force command seats member single chamber congress absolute majority biggest voting bloc political crisis cost kuczynski interior minister carlos basombrio announced resignation friday kuczynski decision cabinet changes coming days government said;true
